p1z1r2,3.28263,2.6468,0
p1z1r34,-3.85796,0.116596,8
p1z2r19,2.26897,-2.02255,8
p2z1r30,-3.43342,0.12828,8
p2z1r31,3.39243,-1.2048,10
p2z1r32,-3.65818,0.245285,10
p2z1r33,-1.97457,-0.28761,10
p2z1r34,-3.71681,0.239027,8
p2z1r35,3.39413,-0.907208,1
p2z1r36,0.188639,-0.986124,0
p2z1r37,-1.88675,-0.551798,8
p2z1r39,-3.64199,0.171405,8
p2z1r40,3.4687,-2.40263,0
p2z1r41,-4.4959,0.131848,8
p2z1r42,-3.77024,0.247817,9
p2z1r47,-2.75512,-0.195846,9
p2z1r66,-2.78844,-0.330392,8
p2z1r67,3.2275,2.50286,0
p2z1r69,-3.63823,0.22202,8
p2z1r70,-3.04514,-0.091397,10
p2z1r79,2.55821,-1.95379,6
p3z1r1,-3.56051,0.160471,10
p3z1r10,1.67866,-1.38425,8
p3z1r11,-4.00011,0.226923,8
p3z1r12,-2.74337,-0.18405,8
p3z1r13,0.913456,-1.60181,8
p3z1r14,3.2357,-0.795181,0
p3z1r15,-3.53947,0.247771,10
p3z1r16,-1.68357,-0.630423,8
p3z1r17,3.49442,-2.54222,1
p3z1r18,-3.68983,0.203171,7
p3z1r19,-3.49263,-0.0227735,8
p3z1r2,-2.92094,-0.0258127,8
p3z1r21,2.88309,-2.05543,8
p3z1r22,3.03119,-2.35954,7
p3z1r24,-4.15635,0.132766,8
p3z1r25,3.5459,-2.65289,0
p3z1r28,3.26748,-1.78037,0
p3z1r29,3.24965,3.46929,0
p3z1r3,-2.71914,0.627929,8
p3z1r30,-2.73803,0.209938,8
p3z1r31,3.33472,-2.2441,3
p3z1r32,3.41366,-0.738764,0
p3z1r33,-3.66741,0.186847,8
p3z1r34,3.06721,-2.40206,1
p3z1r35,3.06551,3.12881,0
p3z1r36,3.23849,3.48016,0
p3z1r37,3.20211,-2.01179,2
p3z1r38,0.941878,-1.18239,8
p3z1r4,-3.59292,0.0365024,8
p3z1r42,3.18657,3.3264,0
p3z1r5,-3.69801,0.144789,8
p3z1r55,3.47549,-2.49815,0
p3z1r6,3.07705,-2.2738,8
p3z1r61,-2.97287,-0.18293,8
p3z1r62,3.29083,3.02695,0
p3z1r63,3.18028,3.17683,0
p3z1r64,3.25046,3.40728,0
p3z1r65,-3.57373,0.140991,10
p3z1r66,3.24817,3.20213,0
p3z1r68,3.1829,3.41819,0
p3z1r69,3.03358,-2.38764,1
p3z1r7,3.18785,-1.86756,0
p3z1r71,3.13062,3.41969,0
p3z1r72,3.27507,3.52743,0
p3z1r73,3.1803,3.37034,0
p3z1r75,-3.79559,0.218436,8
p3z1r76,-3.47518,-0.0292597,7
p3z1r77,-3.65507,0.0581857,8
p3z1r78,3.12979,-1.34529,0
p3z1r79,1.34881,-1.63305,8
p3z1r8,-4.03317,0.17734,8
p3z1r80,0.236756,-1.25106,10
p3z1r9,-0.0978626,-0.00642834,8
p3z2r10,-2.45253,-0.406242,8
p3z2r12,3.39765,-2.40582,2
p3z2r13,1.59001,-1.88597,7
p3z2r15,3.25294,3.45982,0
p3z2r16,-3.54081,0.224554,8
p3z2r17,-2.01419,-0.402236,8
p3z2r18,-0.239419,-0.910018,8
p3z2r2,-3.72607,0.241385,8
p3z2r21,-3.4936,0.158398,8
p3z2r22,3.51035,-2.64185,0
p3z2r26,3.54447,-2.65138,0
p3z2r28,3.31411,0.635018,0
p3z2r3,3.18321,2.41335,0
p3z2r30,-3.17488,0.0157153,8
p3z2r31,-2.78874,-0.0488034,8
p3z2r49,-3.43089,0.163861,10
p3z2r5,-3.52723,0.218108,8
p3z2r55,-3.09091,-0.00795876,8
p3z2r6,3.39186,-2.33849,0
p3z2r63,-3.71298,0.213594,8
p3z2r65,-3.71367,0.135645,10
p3z2r68,3.42874,-1.15868,0
p3z2r7,3.26987,3.49471,0
p3z2r71,-4.41251,0.125171,6
p3z2r73,0.691231,2.09054,4
p3z2r75,-3.83326,0.215416,10
p3z2r76,3.27707,2.96161,0
p3z2r78,-3.86594,0.216687,8
p3z2r79,-1.81897,-0.548511,8
p3z2r8,-3.66572,0.20368,10
p4z1r1,3.40404,-0.280281,0
p4z1r10,3.48673,-2.5628,1
p4z1r11,-4.19008,0.151268,8
p4z1r12,3.42417,-2.2444,0
p4z1r13,-3.69826,0.200789,8
p4z1r14,3.22496,3.42189,0
p4z1r15,-4.85648,0.118777,1
p4z1r16,3.22976,3.29802,0
p4z1r18,3.10519,-1.49921,0
p4z1r19,3.50694,-2.63809,2
p4z1r2,-3.15027,0.275766,6
p4z1r21,3.13941,-1.73781,4
p4z1r22,3.26309,3.47536,0
p4z1r23,-1.21522,-0.619318,1
p4z1r24,-3.49094,0.0282572,10
p4z1r25,-4.00543,0.182271,8
p4z1r26,3.17789,-1.81004,0
p4z1r27,2.72729,-1.92119,7
p4z1r28,-3.29736,0.0670945,8
p4z1r29,0.643407,-1.49671,8
p4z1r3,-2.6751,-0.277414,8
p4z1r30,3.14596,-1.61156,0
p4z1r31,-3.49426,0.115241,9
p4z1r32,3.26968,3.52696,0
p4z1r33,3.34078,0.299091,1
p4z1r34,-3.73437,0.200118,10
p4z1r35,-3.71904,0.172886,8
p4z1r36,-3.09274,-0.00896188,8
p4z1r37,3.17353,3.17249,0
p4z1r38,-3.70203,0.26138,8
p4z1r39,-3.42227,0.158891,8
p4z1r4,-3.30643,0.157173,4
p4z1r40,2.71382,-2.19024,5
p4z1r42,-3.02216,0.0320037,8
p4z1r47,3.50065,-2.50349,0
p4z1r5,3.46888,-2.39725,0
p4z1r6,-3.06292,0.0471315,10
p4z1r61,-2.31864,-0.404019,8
p4z1r62,3.18252,3.13263,0
p4z1r63,-1.48436,-0.905861,8
p4z1r64,0.131858,-1.37169,7
p4z1r65,-3.57924,0.0960548,8
p4z1r66,-3.81213,0.0760213,8
p4z1r67,-3.9369,0.201235,8
p4z1r68,-4.02023,0.163006,9
p4z1r69,-3.35196,-0.0411603,8
p4z1r7,1.15612,-1.63633,5
p4z1r70,-2.49155,-0.39481,8
p4z1r71,3.36996,0.646614,0
p4z1r72,2.69348,0.204133,2
p4z1r73,-2.87401,0.183655,7
p4z1r76,-3.8588,0.17517,10
p4z1r77,-2.2687,-0.479277,8
p4z1r78,2.93275,-0.54197,0
p4z1r79,3.27449,3.52977,0
p4z1r8,2.34672,-2.1646,8
p4z1r80,3.50271,-2.43858,0
p4z1r9,3.17803,-1.42659,0
p4z2r1,-3.806,0.191647,8
p4z2r10,-3.38996,0.26488,10
p4z2r11,-3.18161,0.0149473,8
p4z2r12,2.94463,-1.69582,8
p4z2r13,3.25509,3.39156,0
p4z2r14,-1.2538,-0.544994,8
p4z2r15,3.26416,3.29401,0
p4z2r16,-1.97684,-0.541612,8
p4z2r17,3.24334,3.45469,0
p4z2r18,-3.22123,0.127577,10
p4z2r19,-3.62552,0.0423758,8
p4z2r2,-3.18327,-0.0593697,8
p4z2r21,2.30894,2.27884,4
p4z2r22,-1.19,-0.866054,6
p4z2r23,-3.72163,-0.111526,8
p4z2r24,-3.70018,0.172091,8
p4z2r25,3.53804,-2.44263,0
p4z2r26,-3.59809,0.205122,8
p4z2r27,-2.70521,-0.129307,8
p4z2r28,2.96304,-1.54802,4
p4z2r29,3.2667,-0.822401,0
p4z2r3,3.27388,-0.0197401,0
p4z2r30,-3.52073,0.151419,9
p4z2r31,3.21458,-1.49165,0
p4z2r32,3.07848,1.86558,0
p4z2r33,2.64718,-1.67403,4
p4z2r34,3.39057,-2.5626,7
p4z2r35,1.66927,-1.2915,5
p4z2r36,-3.95294,0.154823,8
p4z2r37,-3.72462,0.249177,10
p4z2r38,-3.85652,0.103732,8
p4z2r39,3.32006,0.758713,0
p4z2r4,3.23675,3.47148,0
p4z2r40,-1.65592,-0.620642,8
